ID	Name	Equation	Definition	Genes
rxn11724_c0	R08189_c0	(1) cpd00001[c0] + (1) cpd14887[c0] <=> (1) cpd00010[c0] + (2) cpd00067[c0] + (1) cpd16301[c0]	(1) H2O[c0] + (1) (7Z,10Z,13Z,16Z,19Z)-Docosapentaenoyl-CoA[c0] <=> (1) CoA[c0] + (2) H+[c0] + (1) Docosapentaenoic acid[c0]	fig|1185660.4.peg.769
rxn01045_c0	L-Valine:NAD+ oxidoreductase(deaminating)_c0	(1) cpd00001[c0] + (1) cpd00003[c0] + (1) cpd00156[c0] <=> (1) cpd00004[c0] + (1) cpd00013[c0] + (1) cpd00067[c0] + (1) cpd00123[c0]	(1) H2O[c0] + (1) NAD[c0] + (1) L-Valine[c0] <=> (1) NADH[c0] + (1) NH3[c0] + (1) H+[c0] + (1) 3-Methyl-2-oxobutanoate[c0]	fig|1185660.4.peg.1583
rxn14256_c0	beta-D-mannoside mannohydrolase_c0	(1) cpd00001[c0] + (1) cpd12117[c0] <=> (1) cpd00138[c0] + (1) cpd11848[c0]	(1) H2O[c0] + (1) beta-D-Mannoside[c0] <=> (1) D-Mannose[c0] + (1) ROH[c0]	fig|1185660.4.peg.2802
rxn04052_c0	R05814_c0	(2) cpd00067[c0] + (1) cpd08375[c0] <=> (1) cpd03421[c0]	(2) H+[c0] + (1) Cobalt-precorrin 8[c0] <=> (1) Cobyrinate[c0]	fig|1185660.4.peg.3788
rxn06864_c0	Biotinyl-5'-AMP:apo-[carboxylase] ligase (AMP-forming)_c0	(1) cpd03517[c0] + (1) cpd12847[c0] <=> (1) cpd00018[c0] + (1) cpd00067[c0] + (1) cpd12848[c0]	(1) Biotinyl-5-AMP[c0] + (1) Apo-[carboxylase][c0] <=> (1) AMP[c0] + (1) H+[c0] + (1) Holo-[carboxylase][c0]	fig|1185660.4.peg.3842
rxn02819_c0	S-Adenosyl-L-methionine:16-methoxy-2,3-dihydro-3-hydroxytabersonine N-methyltransferase_c0	(1) cpd00017[c0] + (1) cpd02787[c0] <=> (1) cpd00019[c0] + (1) cpd00067[c0] + (1) cpd01736[c0]	(1) S-Adenosyl-L-methionine[c0] + (1) 16-Methoxy-2,3-dihydro-3-hydroxytabersonine[c0] <=> (1) S-Adenosyl-homocysteine[c0] + (1) H+[c0] + (1) Deacetoxyvindoline[c0]	fig|1185660.4.peg.1826
rxn05681_c0	2-dehydro-3-deoxy-D-gluconate transport via proton symport, reversible_c0	(1) cpd00067[e0] + (1) cpd00176[e0] <=> (1) cpd00067[c0] + (1) cpd00176[c0]	(1) H+[e0] + (1) 2-keto-3-deoxygluconate[e0] <=> (1) H+[c0] + (1) 2-keto-3-deoxygluconate[c0]	fig|1185660.4.peg.340
rxn08615_c0	glycogen synthase (ADPGlc)_c0	(1) cpd00387[c0] + (1) cpd15302[c0] <=> (1) cpd00008[c0] + (1) cpd00155[c0]	(1) ADPglucose[c0] + (1) glycogen(n-1)[c0] <=> (1) ADP[c0] + (1) Glycogen[c0]	fig|1185660.4.peg.393
rxn08815_c0	Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C18:0) (periplasm)_c0	(1) cpd00001[c0] + (1) cpd15323[c0] <=> (1) cpd00067[c0] + (1) cpd01080[c0] + (1) cpd02090[c0]	(1) H2O[c0] + (1) 1-Acyl-sn-glycero-3-phosphoglycerol octadecanoyl[c0] <=> (1) H+[c0] + (1) ocdca[c0] + (1) Glycerophosphoglycerol[c0]	fig|1185660.4.peg.477
rxn00472_c0	ornithine racemase_c0	(1) cpd00064[c0] <=> (1) cpd00404[c0]	(1) Ornithine[c0] <=> (1) D-Ornithine[c0]	fig|1185660.4.peg.1548
rxn00126_c0	ATP:L-methionine S-adenosyltransferase_c0	(1) cpd00001[c0] + (1) cpd00002[c0] + (1) cpd00060[c0] => (1) cpd00009[c0] + (1) cpd00012[c0] + (1) cpd00017[c0] + (1) cpd00067[c0]	(1) H2O[c0] + (1) ATP[c0] + (1) L-Methionine[c0] => (1) Phosphate[c0] + (1) PPi[c0] + (1) S-Adenosyl-L-methionine[c0] + (1) H+[c0]	fig|1185660.4.peg.859
rxn01518_c0	ATP:deoxyuridine 5'-phosphotransferase_c0	(1) cpd00002[c0] + (1) cpd00412[c0] <=> (1) cpd00008[c0] + (1) cpd00067[c0] + (1) cpd00299[c0]	(1) ATP[c0] + (1) Deoxyuridine[c0] <=> (1) ADP[c0] + (1) H+[c0] + (1) dUMP[c0]	fig|1185660.4.peg.4131
rxn05649_c0	D-serine transport via proton symport_c0	(1) cpd00067[e0] + (1) cpd00550[e0] <=> (1) cpd00067[c0] + (1) cpd00550[c0]	(1) H+[e0] + (1) D-Serine[e0] <=> (1) H+[c0] + (1) D-Serine[c0]	fig|1185660.4.peg.604
rxn12844_c0	Gly-Cys aminopeptidase_c0	(1) cpd00001[c0] + (1) cpd15603[c0] <=> (1) cpd00033[c0] + (1) cpd00084[c0]	(1) H2O[c0] + (1) Gly-Cys[c0] <=> (1) Glycine[c0] + (1) L-Cysteine[c0]	((fig|1185660.4.peg.1672 or fig|1185660.4.peg.3572) or fig|1185660.4.peg.3472 or fig|1185660.4.peg.3347 or fig|1185660.4.peg.231 or fig|1185660.4.peg.3858 or fig|1185660.4.peg.231)
rxn10216_c0	isotetradecanoyl-1-acylglycerol-3-phosphate O-acyltransferase_c0	(1) cpd11435[c0] + (1) cpd15673[c0] => (1) cpd00010[c0] + (1) cpd00067[c0] + (1) cpd15679[c0]	(1) fa1coa[c0] + (1) 1-isotetradecanoyl-sn-glycerol 3-phosphate[c0] => (1) CoA[c0] + (1) H+[c0] + (1) 1,2-diisotetradecanoyl-sn-glycerol 3-phosphate[c0]	(fig|1185660.4.peg.502 or fig|1185660.4.peg.176 or fig|1185660.4.peg.487)
rxn09988_c0	alpha-N-arabinofuranosidase_c0	(2) cpd00001[c0] + (1) cpd12115[c0] => (3) cpd00224[c0]	(2) H2O[c0] + (1) Arabinan[c0] => (3) L-Arabinose[c0]	fig|1185660.4.peg.4551
rxn08798_c0	Lysophospholipase L1 (2-acylglycerophosphotidate, n-C14:1) (periplasm)_c0	(1) cpd00001[c0] + (1) cpd15330[c0] => (2) cpd00067[c0] + (1) cpd00080[c0] + (1) cpd15298[c0]	(1) H2O[c0] + (1) 1-tetradec-7-enoyl-sn-glycerol 3-phosphate[c0] => (2) H+[c0] + (1) Glycerol-3-phosphate[c0] + (1) tetradecenoate[c0]	fig|1185660.4.peg.477
rxn05175_c0	spermidine transport via ABC system_c0	(1) cpd00001[c0] + (1) cpd00002[c0] + (1) cpd00264[e0] => (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00067[c0] + (1) cpd00264[c0]	(1) H2O[c0] + (1) ATP[c0] + (1) Spermidine[e0] => (1) ADP[c0] + (1) Phosphate[c0] + (1) H+[c0] + (1) Spermidine[c0]	(Unknown and Unknown and Unknown and fig|1185660.4.peg.2103 and fig|1185660.4.peg.2101 and fig|1185660.4.peg.2102 and Unknown)
rxn00058_c0	Ferrocytochrome-c:oxygen oxidoreductase_c0	(1) cpd00007[c0] + (4) cpd00067[c0] + (4) cpd00110[c0] <=> (2) cpd00001[c0] + (4) cpd00109[c0]	(1) O2[c0] + (4) H+[c0] + (4) Cytochrome c2+[c0] <=> (2) H2O[c0] + (4) Cytochrome c3+[c0]	(fig|1185660.4.peg.3680 or fig|1185660.4.peg.3677)
rxn05034_c0	solanesyl-diphosphate:4-hydroxybenzoate nonaprenyltransferase_c0	(1) cpd00136[c0] + (1) cpd02172[c0] <=> (1) cpd00012[c0] + (1) cpd00067[c0] + (1) cpd02419[c0]	(1) 4-Hydroxybenzoate[c0] + (1) Solanesyl diphosphate[c0] <=> (1) PPi[c0] + (1) H+[c0] + (1) Nonaprenyl-4-hydroxybenzoate[c0]	fig|1185660.4.peg.1241
rxn09164_c0	Phospholipase A2 (phosphatidylglycerol, n-C18:1) (periplasm)_c0	(1) cpd00001[c0] + (1) cpd15541[c0] <=> (1) cpd00067[c0] + (1) cpd15269[c0] + (1) cpd15324[c0]	(1) H2O[c0] + (1) Phosphatidylglycerol dioctadec-11-enoyl[c0] <=> (1) H+[c0] + (1) octadecenoate[c0] + (1) 1-Acyl-sn-glycero-3-phosphoglycerol octadec-11-enoyl[c0]	fig|1185660.4.peg.1329
rxn08306_c0	CDP-diacylglycerol synthetase (n-C12:0)_c0	(1) cpd00052[c0] + (1) cpd15521[c0] <=> (1) cpd00012[c0] + (1) cpd00067[c0] + (1) cpd15417[c0]	(1) CTP[c0] + (1) 1,2-didodecanoyl-sn-glycerol 3-phosphate[c0] <=> (1) PPi[c0] + (1) H+[c0] + (1) CDP-1,2-didodecanoylglycerol[c0]	(fig|1185660.4.peg.503 or fig|1185660.4.peg.1658)
rxn02104_c0	Carbamoyl-phosphate:oxamate carbamoyltransferase_c0	(1) cpd00146[c0] + (1) cpd01027[c0] <=> (1) cpd00009[c0] + (1) cpd00596[c0]	(1) Carbamoylphosphate[c0] + (1) Oxamate[c0] <=> (1) Phosphate[c0] + (1) Oxalurate[c0]	fig|1185660.4.peg.2008
rxn08821_c0	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:1)_c0	(1) cpd00001[c0] + (1) cpd15354[c0] <=> (2) cpd00067[c0] + (1) cpd00080[c0] + (1) cpd15237[c0]	(1) H2O[c0] + (1) 2-hexadec-9-enoyl-sn-glycerol 3-phosphate[c0] <=> (2) H+[c0] + (1) Glycerol-3-phosphate[c0] + (1) hexadecenoate[c0]	fig|1185660.4.peg.477
rxn09163_c0	Phospholipase A2 (phosphatidylglycerol, n-C18:0) (periplasm)_c0	(1) cpd00001[c0] + (1) cpd15540[c0] <=> (1) cpd00067[c0] + (1) cpd01080[c0] + (1) cpd15323[c0]	(1) H2O[c0] + (1) Phosphatidylglycerol dioctadecanoyl[c0] <=> (1) H+[c0] + (1) ocdca[c0] + (1) 1-Acyl-sn-glycero-3-phosphoglycerol octadecanoyl[c0]	fig|1185660.4.peg.1329
rxn00206_c0	superoxide:superoxide oxidoreductase_c0	(2) cpd00067[c0] + (2) cpd00532[c0] => (1) cpd00007[c0] + (1) cpd00025[c0]	(2) H+[c0] + (2) O2-[c0] => (1) O2[c0] + (1) H2O2[c0]	(fig|1185660.4.peg.2037 or fig|1185660.4.peg.2584 or (fig|1185660.4.peg.188 or fig|1185660.4.peg.187))
rxn11755_c0	5,6-dihydro-5-fluorouracil amidohydrolase_c0	(1) cpd00001[c0] + (1) cpd16434[c0] <=> (1) cpd00067[c0] + (1) cpd16435[c0]	(1) H2O[c0] + (1) 5-Fluorodihydrouracil[c0] <=> (1) H+[c0] + (1) 2-Fluoro-3-ureidopropionic acid[c0]	(fig|1185660.4.peg.3381 or fig|1185660.4.peg.2831 or fig|1185660.4.peg.2895 or fig|1185660.4.peg.2778)
rxn01871_c0	acetyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-acetyltransferase_c0	(1) cpd00022[c0] + (1) cpd00449[c0] <=> (1) cpd00010[c0] + (1) cpd00836[c0]	(1) Acetyl-CoA[c0] + (1) Dihydrolipoamide[c0] <=> (1) CoA[c0] + (1) S-Acetyldihydrolipoamide[c0]	(fig|1185660.4.peg.3735 or fig|1185660.4.peg.3734)
rxn05340_c0	(3R)-3-Hydroxydodecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase_c0	(1) cpd00006[c0] + (1) cpd11480[c0] <=> (1) cpd00005[c0] + (1) cpd11489[c0]	(1) NADP[c0] + (1) D-3-Hydroxydodecanoyl-[acp][c0] <=> (1) NADPH[c0] + (1) 3-oxododecanoyl-acp[c0]	(fig|1185660.4.peg.3753 or fig|1185660.4.peg.1112 or fig|1185660.4.peg.401 or fig|1185660.4.peg.409 or fig|1185660.4.peg.4522 or fig|1185660.4.peg.1143 or fig|1185660.4.peg.3578)
rxn00484_c0	L-Tryptophan decarboxy-lyase_c0	(1) cpd00065[c0] + (1) cpd00067[c0] => (1) cpd00011[c0] + (1) cpd00318[c0]	(1) L-Tryptophan[c0] + (1) H+[c0] => (1) CO2[c0] + (1) Tryptamine[c0]	fig|1185660.4.peg.850
rxn00405_c0	L-arginine carboxy-lyase (agmatine-forming)_c0	(1) cpd00051[c0] + (1) cpd00067[c0] => (1) cpd00011[c0] + (1) cpd00152[c0]	(1) L-Arginine[c0] + (1) H+[c0] => (1) CO2[c0] + (1) Agmatine[c0]	fig|1185660.4.peg.3803
rxn05307_c0	TRANS-RXNBWI-115637.ce.maizeexp.SER_c0	(1) cpd00054[e0] + (1) cpd00067[e0] <=> (1) cpd00054[c0] + (1) cpd00067[c0]	(1) L-Serine[e0] + (1) H+[e0] <=> (1) L-Serine[c0] + (1) H+[c0]	fig|1185660.4.peg.604
rxn01169_c0	ATP:beta-D-glucose 6-phosphotransferase_c0	(1) cpd00002[c0] + (1) cpd00190[c0] <=> (1) cpd00008[c0] + (1) cpd00067[c0] + (1) cpd00863[c0]	(1) ATP[c0] + (1) beta-D-Glucose[c0] <=> (1) ADP[c0] + (1) H+[c0] + (1) beta-D-Glucose 6-phosphate[c0]	fig|1185660.4.peg.2337
rxn14301_c0	L-arginine:taurine amidinotransferase_c0	(1) cpd00051[c0] + (1) cpd00210[c0] <=> (1) cpd00064[c0] + (1) cpd01345[c0]	(1) L-Arginine[c0] + (1) Taurine[c0] <=> (1) Ornithine[c0] + (1) Taurocyamine[c0]	fig|1185660.4.peg.933
rxn00299_c0	GTP 7,8-8,9-dihydrolase_c0	(1) cpd00001[c0] + (1) cpd00038[c0] => (1) cpd00047[c0] + (1) cpd00067[c0] + (1) cpd02978[c0]	(1) H2O[c0] + (1) GTP[c0] => (1) Formate[c0] + (1) H+[c0] + (1) 7,8-Dihydroneopterin 3'-triphosphate[c0]	(fig|1185660.4.peg.4161 or fig|1185660.4.peg.1823)
rxn08546_c0	glycerol-3-phosphate acyltransferase (C12:0)_c0	(1) cpd00080[c0] + (1) cpd11468[c0] => (1) cpd11493[c0] + (1) cpd15325[c0]	(1) Glycerol-3-phosphate[c0] + (1) Dodecanoyl-ACP[c0] => (1) ACP[c0] + (1) 1-dodecanoyl-sn-glycerol 3-phosphate[c0]	fig|1185660.4.peg.4105
rxn12013_c0	thiol-containing-reductant:hydroperoxide oxidoreductase_c0	(2) cpd11849[c0] + (1) cpd14475[c0] <=> (1) cpd00001[c0] + (1) cpd00057[c0] + (1) cpd14474[c0]	(2) RSH[c0] + (1) ROOH[c0] <=> (1) H2O[c0] + (1) Alcohol[c0] + (1) R-S-S-R[c0]	fig|1185660.4.peg.1169
rxn06181_c0	ATP:[protein]-L-tyrosine O-phosphotransferase_c0	(1) cpd00002[c0] + (1) cpd11704[c0] <=> (1) cpd00008[c0] + (1) cpd11820[c0]	(1) ATP[c0] + (1) Protein tyrosine[c0] <=> (1) ADP[c0] + (1) Protein tyrosine phosphate[c0]	fig|1185660.4.peg.2256
rxn05389_c0	7-methyl-3-oxo-octanoyl-ACP:NADP+ oxidoreductase_c0	(1) cpd00005[c0] + (1) cpd00067[c0] + (1) cpd11525[c0] <=> (1) cpd00006[c0] + (1) cpd11526[c0]	(1) NADPH[c0] + (1) H+[c0] + (1) 7-methyl-3-oxo-octanoyl-ACP[c0] <=> (1) NADP[c0] + (1) 7-methyl-3-hydroxy-octanoyl-ACP[c0]	(fig|1185660.4.peg.3578 or fig|1185660.4.peg.1143 or fig|1185660.4.peg.4522 or fig|1185660.4.peg.409 or fig|1185660.4.peg.401 or fig|1185660.4.peg.1112 or fig|1185660.4.peg.3753)
rxn11712_c0	Linoleoyl-CoA hydrolase_c0	(1) cpd00001[c0] + (1) cpd01398[c0] <=> (1) cpd00010[c0] + (2) cpd00067[c0] + (1) cpd01122[c0]	(1) H2O[c0] + (1) Linoleoyl-CoA[c0] <=> (1) CoA[c0] + (2) H+[c0] + (1) Linoleate[c0]	fig|1185660.4.peg.2982
rxn07230_c0	1-phosphatidyl-1D-myo-inositol-3,4-bisphosphate 4-phosphohydrolase_c0	(1) cpd00001[c0] + (1) cpd13383[c0] <=> (1) cpd00009[c0] + (1) cpd00067[c0] + (1) cpd12572[c0]	(1) H2O[c0] + (1) 1-Phosphatidyl-1D-myo-inositol 3,4-bisphosphate[c0] <=> (1) Phosphate[c0] + (1) H+[c0] + (1) 1-Phosphatidyl-1D-myo-inositol 3-phosphate[c0]	(fig|1185660.4.peg.2793 or fig|1185660.4.peg.2792)
rxn04737_c0	R06928_c0	(1) cpd00001[c0] + (1) cpd00003[c0] + (1) cpd09802[c0] <=> (1) cpd00004[c0] + (2) cpd00067[c0] + (1) cpd09804[c0]	(1) H2O[c0] + (1) NAD[c0] + (1) 2-Naphthaldehyde[c0] <=> (1) NADH[c0] + (2) H+[c0] + (1) 2-Naphthoic acid[c0]	fig|1185660.4.peg.2630
rxn09141_c0	Phospholipase A1 (phosphatidylglycerol, n-C16:1) (periplasm)_c0	(1) cpd00001[c0] + (1) cpd15539[c0] <=> (1) cpd00067[c0] + (1) cpd15237[c0] + (1) cpd15347[c0]	(1) H2O[c0] + (1) Phosphatidylglycerol dihexadec-9-enoyl[c0] <=> (1) H+[c0] + (1) hexadecenoate[c0] + (1) 2-Acyl-sn-glycero-3-phosphoglycerol hexadec-9-enoyl[c0]	fig|1185660.4.peg.1329
rxn05735_c0	aldehyde dehydrogenase (aminoacetaldehyde, NAD)_c0	(1) cpd00001[c0] + (1) cpd00003[c0] + (1) cpd04122[c0] => (1) cpd00004[c0] + (1) cpd00033[c0] + (2) cpd00067[c0]	(1) H2O[c0] + (1) NAD[c0] + (1) Aminoacetaldehyde[c0] => (1) NADH[c0] + (1) Glycine[c0] + (2) H+[c0]	(fig|1185660.4.peg.911 or fig|1185660.4.peg.4080 or fig|1185660.4.peg.4079 or fig|1185660.4.peg.4081)
rxn03921_c0	R05649_c0	(1) cpd00001[c0] + (1) cpd00003[c0] + (1) cpd08279[c0] <=> (1) cpd00004[c0] + (2) cpd00067[c0] + (1) cpd02045[c0]	(1) H2O[c0] + (1) NAD[c0] + (1) 1-Hydroxy-2-naphthaldehyde[c0] <=> (1) NADH[c0] + (2) H+[c0] + (1) 1-Hydroxy-2-naphthoate[c0]	fig|1185660.4.peg.2630
rxn00904_c0	L-Valine:pyruvate aminotransferase_c0	(1) cpd00020[c0] + (1) cpd00156[c0] <=> (1) cpd00035[c0] + (1) cpd00123[c0]	(1) Pyruvate[c0] + (1) L-Valine[c0] <=> (1) L-Alanine[c0] + (1) 3-Methyl-2-oxobutanoate[c0]	fig|1185660.4.peg.1905
rxn06734_c0	Biotin:apo-[propionyl-CoA:carbon-dioxide ligase (ADP-forming)]_c0	(1) cpd00002[c0] + (1) cpd00104[c0] + (1) cpd12608[c0] <=> (1) cpd00012[c0] + (1) cpd00018[c0] + (1) cpd00067[c0] + (1) cpd12597[c0]	(1) ATP[c0] + (1) BIOT[c0] + (1) Apo-[propionyl-CoA-carboxylase (ATP-hydrolysing)][c0] <=> (1) PPi[c0] + (1) AMP[c0] + (1) H+[c0] + (1) Holo-[propionyl-CoA-carboxylase (ATP-hydrolysing)][c0]	fig|1185660.4.peg.3842
rxn05671_c0	D-xylose transport in via proton symport_c0	(1) cpd00067[e0] + (1) cpd00154[e0] <=> (1) cpd00067[c0] + (1) cpd00154[c0]	(1) H+[e0] + (1) Xylose[e0] <=> (1) H+[c0] + (1) Xylose[c0]	(fig|1185660.4.peg.1817 and Unknown)
rxn02916_c0	R04175_c0	(1) cpd02074[c0] => (1) cpd00001[c0] + (1) cpd00067[c0] + (1) cpd00922[c0]	(1) 2-Oxo-6-aminocaproate[c0] => (1) H2O[c0] + (1) H+[c0] + (1) delta1-Piperideine-2-carboxylate[c0]	Unknown
rxn03618_c0	formaldehyde:NAD+ oxidoreductase (mycothiol-formylating)_c0	(1) cpd00003[c0] + (1) cpd00055[c0] + (1) cpd04105[c0] <=> (1) cpd00004[c0] + (1) cpd00067[c0] + (1) cpd04106[c0]	(1) NAD[c0] + (1) Formaldehyde[c0] + (1) Mycothiol[c0] <=> (1) NADH[c0] + (1) H+[c0] + (1) S-Formylmycothiol[c0]	fig|1185660.4.peg.2630
rxn12639_c0	RXN0-6976.c_c0	(1) cpd00001[c0] + (1) cpd11587[c0] <=> (1) cpd00035[c0] + (1) cpd00053[c0]	(1) H2O[c0] + (1) Ala-Gln[c0] <=> (1) L-Alanine[c0] + (1) L-Glutamine[c0]	((fig|1185660.4.peg.3572 or fig|1185660.4.peg.1672) or fig|1185660.4.peg.3472 or fig|1185660.4.peg.3347 or fig|1185660.4.peg.231 or fig|1185660.4.peg.3858 or fig|1185660.4.peg.231)
rxn03159_c0	UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine:2,3-bis-(3-hydroxytetradecanoyl)-alpha-D-glucosaminyl-1-phosphate 2,3-bis(3-hydroxytetradecanoyl)-glucosaminyltransferase_c0	(1) cpd02835[c0] + (1) cpd02930[c0] <=> (1) cpd00014[c0] + (1) cpd03002[c0]	(1) UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine[c0] + (1) Lipid X[c0] <=> (1) UDP[c0] + (1) Lipid A disaccharide[c0]	fig|1185660.4.peg.1650
rxn01000_c0	prephenate hydro-lyase (decarboxylating; phenylpyruvate-forming)_c0	(1) cpd00067[c0] + (1) cpd00219[c0] => (1) cpd00001[c0] + (1) cpd00011[c0] + (1) cpd00143[c0]	(1) H+[c0] + (1) Prephenate[c0] => (1) H2O[c0] + (1) CO2[c0] + (1) Phenylpyruvate[c0]	fig|1185660.4.peg.1510
rxn03397_c0	UDP-L-rhamnose:flavonol-3-O-D-glucoside L-rhamnosyltransferase_c0	(1) cpd00017[c0] + (1) cpd03447[c0] => (1) cpd00019[c0] + (1) cpd00067[c0] + (1) cpd03448[c0]	(1) S-Adenosyl-L-methionine[c0] + (1) 2-Octaprenyl-6-methoxy-1,4-benzoquinone[c0] => (1) S-Adenosyl-homocysteine[c0] + (1) H+[c0] + (1) 2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinone[c0]	fig|1185660.4.peg.668
rxn09123_c0	Phospholipase A1 (phosphatidate, n-C12:0) (periplasm)_c0	(1) cpd00001[c0] + (1) cpd15521[c0] <=> (1) cpd00067[c0] + (1) cpd01741[c0] + (1) cpd15350[c0]	(1) H2O[c0] + (1) 1,2-didodecanoyl-sn-glycerol 3-phosphate[c0] <=> (1) H+[c0] + (1) ddca[c0] + (1) 2-dodecanoyl-sn-glycerol 3-phosphate[c0]	fig|1185660.4.peg.1329
rxn00363_c0	Cytidine-5'-monophosphate phosphohydrolase_c0	(1) cpd00001[c0] + (1) cpd00046[c0] => (1) cpd00009[c0] + (1) cpd00367[c0]	(1) H2O[c0] + (1) CMP[c0] => (1) Phosphate[c0] + (1) Cytidine[c0]	fig|1185660.4.peg.1452
rxn01462_c0	4-Guanidinobutanoate amidinohydrolase_c0	(1) cpd00001[c0] + (1) cpd00762[c0] <=> (1) cpd00073[c0] + (1) cpd00281[c0]	(1) H2O[c0] + (1) 4-Guanidinobutanoate[c0] <=> (1) Urea[c0] + (1) GABA[c0]	fig|1185660.4.peg.664
rxn08128_c0	Amylomaltase (maltopentaose)_c0	(1) cpd00179[c0] + (1) cpd15495[c0] <=> (1) cpd00027[c0] + (1) cpd01329[c0]	(1) Maltose[c0] + (1) Maltopentaose[c0] <=> (1) D-Glucose[c0] + (1) Maltohexaose[c0]	fig|1185660.4.peg.396
rxn01972_c0	N6-Acetyl-LL-2,6-diaminoheptanedioate amidohydrolase_c0	(1) cpd00001[c0] + (1) cpd02685[c0] <=> (1) cpd00029[c0] + (1) cpd00504[c0]	(1) H2O[c0] + (1) N-acetyl-LL-2,6-diaminopimelate[c0] <=> (1) Acetate[c0] + (1) LL-2,6-Diaminopimelate[c0]	(fig|1185660.4.peg.3638 or fig|1185660.4.peg.3639)
rxn01670_c0	Nicotinamide ribonucleotide phosphohydrolase_c0	(1) cpd00001[c0] + (1) cpd00355[c0] => (1) cpd00009[c0] + (1) cpd02016[c0]	(1) H2O[c0] + (1) Nicotinamide ribonucleotide[c0] => (1) Phosphate[c0] + (1) N-Ribosylnicotinamide[c0]	fig|1185660.4.peg.1452
rxn12643_c0	RXN0-6979.c_c0	(1) cpd00001[c0] + (1) cpd11583[c0] => (1) cpd00035[c0] + (1) cpd00107[c0]	(1) H2O[c0] + (1) Ala-Leu[c0] => (1) L-Alanine[c0] + (1) L-Leucine[c0]	((fig|1185660.4.peg.1672 or fig|1185660.4.peg.3572) or fig|1185660.4.peg.3472 or fig|1185660.4.peg.3347 or fig|1185660.4.peg.231 or fig|1185660.4.peg.3858 or fig|1185660.4.peg.231)
rxn05183_c0	D-methionine transport via ABC system_c0	(1) cpd00001[c0] + (1) cpd00002[c0] + (1) cpd00637[e0] => (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00067[c0] + (1) cpd00637[c0]	(1) H2O[c0] + (1) ATP[c0] + (1) D-Methionine[e0] => (1) ADP[c0] + (1) Phosphate[c0] + (1) H+[c0] + (1) D-Methionine[c0]	(Unknown and fig|1185660.4.peg.3742 and fig|1185660.4.peg.3743)
rxn01300_c0	ATP:L-homoserine O-phosphotransferase_c0	(1) cpd00002[c0] + (1) cpd00227[c0] <=> (1) cpd00008[c0] + (1) cpd00067[c0] + (1) cpd00809[c0]	(1) ATP[c0] + (1) L-Homoserine[c0] <=> (1) ADP[c0] + (1) H+[c0] + (1) O-Phospho-L-homoserine[c0]	fig|1185660.4.peg.1861
rxn02173_c0	D-Galactonate hydro-lyase_c0	(1) cpd00653[c0] => (1) cpd00001[c0] + (1) cpd00894[c0]	(1) D-Galactonate[c0] => (1) H2O[c0] + (1) 2-Dehydro-3-deoxy-D-galactonate[c0]	(fig|1185660.4.peg.1805 or fig|1185660.4.peg.1805)
rxn03886_c0	D-sorbitol-6-phosphate:NAD 2-oxidoreductase_c0	(1) cpd00003[c0] + (1) cpd00804[c0] <=> (1) cpd00004[c0] + (1) cpd00067[c0] + (1) cpd00072[c0]	(1) NAD[c0] + (1) Sorbitol 6-phosphate[c0] <=> (1) NADH[c0] + (1) H+[c0] + (1) D-fructose-6-phosphate[c0]	(fig|1185660.4.peg.3428 or fig|1185660.4.peg.3428)
rxn00786_c0	D-fructose-1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase (glycerone-phosphate-forming)_c0	(1) cpd00290[c0] <=> (1) cpd00095[c0] + (1) cpd00102[c0]	(1) D-fructose-1,6-bisphosphate[c0] <=> (1) Glycerone-phosphate[c0] + (1) Glyceraldehyde3-phosphate[c0]	fig|1185660.4.peg.3367
rxn03402_c0	beta-D-Glucosyl-2-coumarinate glucohydrolase_c0	(1) cpd00001[c0] + (1) cpd03469[c0] <=> (1) cpd00027[c0] + (1) cpd03468[c0]	(1) H2O[c0] + (1) beta-D-Glucosyl-2-coumarinate[c0] <=> (1) D-Glucose[c0] + (1) 2-Coumarinate[c0]	fig|1185660.4.peg.2802
rxn14054_c0	trans-3-Chloro-2-propene-1-ol:NAD+ oxidoreductase_c0	(1) cpd00003[c0] + (1) cpd04015[c0] <=> (1) cpd00004[c0] + (1) cpd00067[c0] + (1) cpd04017[c0]	(1) NAD[c0] + (1) trans-3-Chloro-2-propene-1-ol[c0] <=> (1) NADH[c0] + (1) H+[c0] + (1) 3-Chloroallyl aldehyde[c0]	(fig|1185660.4.peg.180 or fig|1185660.4.peg.29 or fig|1185660.4.peg.2389 or fig|1185660.4.peg.3035 or fig|1185660.4.peg.3115)
rxn03012_c0	R04336_c0	(1) cpd02414[c0] => (1) cpd00001[c0] + (1) cpd00067[c0] + (1) cpd02465[c0]	(1) L-2-Amino-6-oxopimelate[c0] => (1) H2O[c0] + (1) H+[c0] + (1) tetrahydrodipicolinate[c0]	Unknown
