"rpfCGH_mean"	"Void_mean"	"theta"	"prob"	"log2FC"
"fig|1185660.4.peg.673"	4	7.5	-0.444260437547118	0.957490558326788	-0.906890595608519
"xanmn_chr04_0209"	45	79.5	-0.444044176759659	0.957466467536628	-0.821029858954681
"fig|1185660.4.peg.3783"	127	204	-0.443714543510578	0.957429780332768	-0.68374065519933
"xanmn_chr06_0297"	4	8	-0.443565214303932	0.957413173509052	-1
"xanmn_chr15_0331"	1.5	4	-0.443331300487469	0.957387176442868	-1.41503749927884
"xanmn_pla01_0019"	298	415.5	-0.443239651776459	0.957376996094006	-0.479536146308183
"fig|1185660.4.peg.1440"	50	85	-0.442999098507355	0.957350289976545	-0.765534746362977
"fig|1185660.4.peg.1688"	18.5	34	-0.441469171454681	0.957177700076235	-0.87800947562139
"fig|1185660.4.peg.2724"	29.5	49	-0.441301057061281	0.957156479696752	-0.732066794753367
"fig|1185660.4.peg.733"	2	5	-0.440352520284046	0.957036968853614	-1.32192809488736
"fig|1185660.4.peg.2233"	86.5	154	-0.440186041754444	0.95701603170008	-0.832158313058177
"fig|1185660.4.peg.517"	47.5	76.5	-0.440077828746484	0.957002428424252	-0.687532234361704
"estA1_"	6	12	-0.439732007651904	0.956958988133376	-1
"xanmn_unk15_0002"	7.5	12.5	-0.439703120966258	0.956955361759365	-0.736965594166206
"fig|1185660.4.peg.1682"	0.75	2	-0.438832294992349	0.956845256024372	-1.41503749927884
"xanmn_chr04_0413"	0.75	2	-0.438832294992349	0.956845256024372	-1.41503749927884
"fig|1185660.4.peg.3"	1933	2389	-0.438333895830826	0.956774205383303	-0.305565216245096
"fig|1185660.4.peg.768"	69	117	-0.437990575529914	0.956725329798996	-0.761840262805235
"fig|1185660.4.peg.4104"	33.5	56.5	-0.437317716795271	0.956629699645344	-0.754089771957415
"fig|1185660.4.peg.3992"	17	34.5	-0.436692708793925	0.956541058422432	-1.02106161552783
"fig|1185660.4.peg.353"	53.5	80.5	-0.436382553424103	0.956497137997958	-0.58944989171347
"fig|1185660.4.peg.2607"	853	1078.5	-0.435915563344734	0.956427075589011	-0.338408529842164
"xanmn_chr08_0096"	11.5	22.5	-0.435581127771873	0.956372542723115	-0.968291140272662
"fig|1185660.4.peg.2942"	5	12	-0.434956552066829	0.956270859144151	-1.26303440583379
"xanmn_pla04_0039"	355.5	507.5	-0.43442470951042	0.956184436154961	-0.513558262453123
"fig|1185660.4.peg.4073"	7	14	-0.433797971772241	0.956082785118563	-1
"xanmn_chr03_0583"	32	51.5	-0.433657223671362	0.956059985611686	-0.686500527183219
"fig|1185660.4.peg.2092"	95	134	-0.433058672761975	0.955956706329519	-0.496233582126825
"xanmn_chr03_0901"	85.5	161	-0.432958131378328	0.955937912116024	-0.913064363228719
"fig|1185660.4.peg.2205"	2	5.5	-0.432699014905339	0.955889503830463	-1.4594316186373
"fig|1185660.4.peg.3954"	2	5.5	-0.432699014905339	0.955889503830463	-1.4594316186373
"fig|1185660.4.peg.3900"	84.5	127.5	-0.431025301225385	0.955577801915365	-0.593474000576674
"fig|1185660.4.peg.3227"	59	112	-0.430924428349785	0.955559070156115	-0.924711872695763
"fig|1185660.4.peg.1762"	497.5	625.5	-0.430535617575666	0.955486926696204	-0.330313358734809
"fig|1185660.4.peg.440"	18	28.5	-0.430010413483974	0.955376554131768	-0.662965012722429
"xanmn_chr02_0303"	1.75	5.5	-0.429932409004919	0.955360141316048	-1.65207669657969
"fig|1185660.4.peg.4025"	46	76.5	-0.429030760079415	0.955170728529337	-0.733825886635639
"fig|1185660.4.peg.3303"	83.5	152	-0.428916103158622	0.955146681878228	-0.864223220969533
"fig|1185660.4.peg.2614"	16	29	-0.428510554372768	0.955061699170155	-0.857980995127572
"fig|1185660.4.peg.1276"	15	34	-0.428208818755616	0.954998543055386	-1.18057224564182
"fig|1185660.4.peg.509"	24	38.5	-0.428041741420451	0.954963598782411	-0.681824039973745
"fig|1185660.4.peg.2460"	3	6.5	-0.426721629662232	0.954657695891429	-1.11547721741994
"xanmn_chr03_0344"	34.5	58.5	-0.42627928573186	0.954552454433597	-0.761840262805235
"fig|1185660.4.peg.2387"	5	9.5	-0.426120034355797	0.954514602662346	-0.925999418556223
"fig|1185660.4.peg.720"	84.5	123	-0.42488435230923	0.954219663324731	-0.541635069057055
"fig|1185660.4.peg.3518"	9.5	20	-0.424843953578226	0.954208977628293	-1.07400058144378
"xanmn_chr03_0288"	5.5	11	-0.424687273494121	0.95416754809526	-1
"fig|1185660.4.peg.3945"	33	55	-0.424469470276774	0.954109991285021	-0.736965594166206
"fig|1185660.4.peg.3773"	189	285	-0.423188485093301	0.953772298409265	-0.592575684831032
"fig|1185660.4.peg.3188"	22	34	-0.423166901982216	0.953766620669895	-0.628031222613042
"fig|1185660.4.peg.748"	33.5	53.5	-0.42281342178304	0.953673689162501	-0.675377795943375
"fig|1185660.4.peg.3393"	2	3.5	-0.422360538426945	0.953554779287089	-0.807354922057604
"xanmn_chr08_0095"	2	3.5	-0.422360538426945	0.953554779287089	-0.807354922057604
"xanmn_chr01_0084"	54	88.5	-0.422046753919628	0.953469298008611	-0.712718047919529
"fig|1185660.4.peg.1312"	173.5	244	-0.421771698033747	0.953389855826945	-0.491945484984625
"fig|1185660.4.peg.330"	3.5	7	-0.421479134312551	0.953305434623214	-1
"fig|1185660.4.peg.1491"	87.5	130	-0.421263743021908	0.95324333311395	-0.571156701196126
"fig|1185660.4.peg.3668"	42.5	80.5	-0.42123344678233	0.95323460158921	-0.921525941976915
"fig|1185660.4.peg.2423"	230	337	-0.421213482047452	0.95322884812261	-0.551114730237483
"xanmn_chr11_0171"	138	220	-0.421203876848783	0.953226080214771	-0.67283525674649
"xanmn_chr11_0247"	2.5	8.25	-0.420986342653764	0.953163416915753	-1.72246602447109
"fig|1185660.4.peg.1894"	124.5	191	-0.420698720760511	0.953080631677877	-0.617426895967668
"xanmn_chr03_0952"	57	89.5	-0.419990523279388	0.952877121319463	-0.650925763099515
"fig|1185660.4.peg.108"	3.5	8	-0.419709826072743	0.95279658781629	-1.1926450779424
"fig|1185660.4.peg.2610"	425	544.5	-0.419258369842348	0.952663950382909	-0.357469207691843
"fig|1185660.4.peg.198"	36.5	57.5	-0.417803858859377	0.952209147907782	-0.655665492064358
"fig|1185660.4.peg.2627"	67.5	105.5	-0.417770214986357	0.952198653266061	-0.644283591656354
"fig|1185660.4.peg.3725"	317	447	-0.417168635026496	0.952011192659417	-0.49579199104391
"fig|1185660.4.peg.1466"	26.5	55.5	-0.416301351533397	0.951735651355404	-1.06649541178691
"fig|1185660.4.peg.3959"	6.5	12	-0.416185200658477	0.951697236588181	-0.884522782580064
"fig|1185660.4.peg.293"	9.5	16	-0.41611446121212	0.951673847875184	-0.752072486556414
"xanmn_chr11_0050"	14	28	-0.415534317115686	0.951482235133081	-1
"fig|1185660.4.peg.3629"	788.5	1098	-0.414286431949746	0.951071290463184	-0.477695394214688
"fig|1185660.4.peg.3890"	21	36	-0.412971040167178	0.950625661405321	-0.777607578663552
"fig|1185660.4.peg.948"	40	66	-0.412919361401337	0.950607869818771	-0.722466024471091
"xanmn_chr03_0929"	12.5	25	-0.412465460895027	0.950451731477306	-1
"fig|1185660.4.peg.660"	132.5	185.5	-0.412190752086135	0.950357344526353	-0.485426827170242
"fig|1185660.4.peg.502"	4	7.5	-0.412095101391539	0.950324499575386	-0.906890595608519
"fadB2_"	95	169	-0.411794326421344	0.950221284006937	-0.831023827951237
"fig|1185660.4.peg.2127"	16.5	28.5	-0.411737224448659	0.950201699861815	-0.788495894806288
"fig|1185660.4.peg.1262"	8.5	16	-0.41162931944302	0.950164701724151	-0.912537158749661
"fig|1185660.4.peg.2591"	1554.5	1986.5	-0.411309069084335	0.950054970814218	-0.353778176747035
