#A_id	B_id	A_length	B_length	A_qcovhsp	B_qcovhsp	length	pident	bitscore
fig|1185660.4.peg.1280	lcl|xanmn_chr03_0087-xanmn_chr03_0087	1425	1425	100	100	1425	100.000	2571
fig|1185660.4.peg.1281	lcl|xanmn_chr04_0002-xanmn_chr04_0002	801	801	100	100	801	100.000	1445
fig|1185660.4.peg.1282	lcl|xanmn_chr04_0003-xanmn_chr04_0003	321	429	100	75	321	100.000	580
fig|1185660.4.peg.1283	lcl|xanmn_chr04_0004-xanmn_chr04_0004	267	267	100	100	267	100.000	482
fig|1185660.4.peg.1284	lcl|xanmn_chr04_0006-xanmn_chr04_0006	2262	2262	100	100	2262	100.000	4080
fig|1185660.4.peg.1286	lcl|glnD-xanmn_chr04_0148	1953	2064	100	95	1953	100.000	3523
fig|1185660.4.peg.1287	lcl|xanmn_chr04_0149-xanmn_chr04_0149	1197	855	71	100	855	100.000	1543
fig|1185660.4.peg.1288	lcl|xanmn_chr04_0150-xanmn_chr04_0150	357	357	100	100	357	100.000	645
fig|1185660.4.peg.1289	lcl|xanmn_chr04_0151-xanmn_chr04_0151	1131	1131	100	100	1131	100.000	2040
fig|1185660.4.peg.1290	lcl|xanmn_chr04_0152-xanmn_chr04_0152	156	264	100	59	156	100.000	282
fig|1185660.4.peg.1291	lcl|xanmn_chr04_0153-xanmn_chr04_0153	1695	1695	100	100	1695	100.000	3057
fig|1185660.4.peg.1292	lcl|xanmn_chr04_0154-xanmn_chr04_0154	1053	951	90	100	951	100.000	1716
fig|1185660.4.peg.1294	lcl|xanmn_chr04_0157-xanmn_chr04_0157	2049	2139	100	96	2049	100.000	3696
fig|1185660.4.peg.1296	lcl|xanmn_chr04_0158-xanmn_chr04_0158	2418	2418	100	100	2418	100.000	4361
fig|1185660.4.peg.1297	lcl|xanmn_chr04_0159-xanmn_chr04_0159	486	486	100	100	486	100.000	877
fig|1185660.4.peg.1298	lcl|xanmn_chr04_0161-xanmn_chr04_0161	654	591	90	100	591	100.000	1067
fig|1185660.4.peg.1299	lcl|xanmn_chr04_0163-xanmn_chr04_0163	120	234	100	51	120	100.000	217
fig|1185660.4.peg.1300	lcl|parC-xanmn_chr04_0164	2244	2244	100	100	2244	100.000	4048
fig|1185660.4.peg.1302	lcl|xanmn_chr04_0165-xanmn_chr04_0165	450	441	98	100	441	100.000	796
fig|1185660.4.peg.1303	lcl|yjcP-xanmn_chr04_0166	1149	1227	100	94	1149	100.000	2073
fig|1185660.4.peg.1304	lcl|xanmn_chr04_0167-xanmn_chr04_0167	1194	1194	100	100	1194	100.000	2154
fig|1185660.4.peg.1305	lcl|xanmn_chr04_0168-xanmn_chr04_0168	1581	1581	100	100	1581	100.000	2852
fig|1185660.4.peg.1306	lcl|xanmn_chr04_0169-xanmn_chr04_0169	462	573	77	62	354	100.000	639
fig|1185660.4.peg.1307	lcl|xanmn_chr04_0170-xanmn_chr04_0170	420	372	89	100	372	100.000	672
fig|1185660.4.peg.1308	lcl|bglS-xanmn_chr04_0171	2190	2247	100	97	2190	100.000	3950
fig|1185660.4.peg.1310	lcl|xanmn_chr04_0172-xanmn_chr04_0172	1770	1770	100	100	1770	100.000	3193
fig|1185660.4.peg.1311	lcl|xanmn_chr04_0173-xanmn_chr04_0173	1566	1566	100	100	1566	100.000	2825
fig|1185660.4.peg.1312	lcl|xanmn_chr04_0174-xanmn_chr04_0174	609	609	100	100	609	100.000	1099
fig|1185660.4.peg.1313	lcl|xanmn_chr04_0176-xanmn_chr04_0176	189	189	100	100	189	100.000	342
fig|1185660.4.peg.1316	lcl|xanmn_chr04_0177-xanmn_chr04_0177	819	669	82	100	669	100.000	1207
fig|1185660.4.peg.1317	lcl|xanmn_chr04_0178-xanmn_chr04_0178	369	420	100	88	369	100.000	666
fig|1185660.4.peg.1318	lcl|xanmn_chr04_0179-xanmn_chr04_0179	2199	2151	98	100	2151	100.000	3880
fig|1185660.4.peg.1320	lcl|gpo-xanmn_chr04_0180	486	486	100	100	486	100.000	877
fig|1185660.4.peg.1321	lcl|fpr-xanmn_chr04_0181	753	780	100	97	753	100.000	1359
fig|1185660.4.peg.1322	lcl|xanmn_chr04_0182-xanmn_chr04_0182	1881	1881	100	100	1881	100.000	3393
fig|1185660.4.peg.1324	lcl|xanmn_chr04_0183-xanmn_chr04_0183	1518	1518	100	100	1518	100.000	2738
fig|1185660.4.peg.1326	lcl|gst4-xanmn_chr04_0185	585	636	100	92	586	99.829	1049
fig|1185660.4.peg.1327	lcl|xanmn_chr04_0186-xanmn_chr04_0186	639	714	100	89	639	100.000	1153
fig|1185660.4.peg.1329	lcl|pldA-xanmn_chr04_0188	1149	1203	100	96	1149	100.000	2073
fig|1185660.4.peg.1330	lcl|xanmn_chr04_0189-xanmn_chr04_0189	486	486	100	100	486	100.000	877
fig|1185660.4.peg.1331	lcl|xanmn_chr04_0191-xanmn_chr04_0191	216	216	100	100	216	100.000	390
fig|1185660.4.peg.1332	lcl|xanmn_chr04_0192-xanmn_chr04_0192	480	480	100	100	480	100.000	866
fig|1185660.4.peg.1333	lcl|xanmn_chr04_0193-xanmn_chr04_0193	429	429	100	100	429	100.000	774
fig|1185660.4.peg.1334	lcl|xanmn_chr04_0195-xanmn_chr04_0195	876	768	87	99	765	100.000	1380
fig|1185660.4.peg.1335	lcl|xanmn_chr04_0196-xanmn_chr04_0196	216	216	100	100	216	100.000	390
fig|1185660.4.peg.1336	lcl|xanmn_chr04_0197-xanmn_chr04_0197	792	792	100	100	792	100.000	1429
fig|1185660.4.peg.1337	lcl|xanmn_chr04_0198-xanmn_chr04_0198	1164	1164	100	100	1164	100.000	2100
fig|1185660.4.peg.1338	lcl|gst5-xanmn_chr04_0200	1188	639	54	100	639	100.000	1153
fig|1185660.4.peg.1339	lcl|xanmn_chr04_0201-xanmn_chr04_0201	1941	1923	99	100	1923	100.000	3469
fig|1185660.4.peg.1340	lcl|xanmn_chr04_0202-xanmn_chr04_0202	555	555	100	100	555	100.000	1002
fig|1185660.4.peg.1341	lcl|dnaB-xanmn_chr04_0203	1431	1431	100	100	1431	100.000	2581
fig|1185660.4.peg.1342	lcl|xanmn_chr04_0204-xanmn_chr04_0204	1419	1419	100	100	1419	100.000	2560
fig|1185660.4.peg.1343	lcl|xanmn_chr04_0206-xanmn_chr04_0206	726	642	88	100	642	100.000	1159
fig|1185660.4.peg.1344	lcl|xanmn_chr04_0208-xanmn_chr04_0208	1035	1035	100	100	1035	100.000	1867
fig|1185660.4.peg.1346	lcl|mexE-xanmn_chr04_0210	1191	1191	100	100	1191	100.000	2149
fig|1185660.4.peg.1347	lcl|xanmn_chr04_0211-xanmn_chr04_0211	3174	3174	100	100	3174	100.000	5725
fig|1185660.4.peg.1348	lcl|oprN-xanmn_chr04_0212	876	1452	86	52	750	100.000	1353
fig|1185660.4.peg.1350	lcl|xanmn_chr04_0213-xanmn_chr04_0213	975	876	90	100	876	100.000	1581
fig|1185660.4.peg.1351	lcl|xanmn_chr04_0214-xanmn_chr04_0214	234	234	100	100	234	100.000	423
fig|1185660.4.peg.1352	lcl|xanmn_chr04_0215-xanmn_chr04_0215	1701	1656	97	100	1656	100.000	2987
fig|1185660.4.peg.1353	lcl|xanmn_chr04_0216-xanmn_chr04_0216	249	282	100	88	249	100.000	450
fig|1185660.4.peg.1354	lcl|xanmn_chr04_0217-xanmn_chr04_0217	177	177	100	100	177	100.000	320
fig|1185660.4.peg.1355	lcl|xanmn_chr04_0219-xanmn_chr04_0219	1752	1752	100	100	1752	100.000	3160
fig|1185660.4.peg.1356	lcl|xanmn_chr04_0220-xanmn_chr04_0220	366	366	100	100	366	100.000	661
fig|1185660.4.peg.1357	lcl|mobA-xanmn_chr04_0222	216	300	100	72	216	100.000	390
fig|1185660.4.peg.1358	lcl|xanmn_chr04_0223-xanmn_chr04_0223	1044	945	91	100	945	100.000	1705
fig|1185660.4.peg.1359	lcl|xanmn_chr04_0224-xanmn_chr04_0224	801	801	100	100	801	100.000	1445
fig|1185660.4.peg.1363	lcl|xanmn_chr04_0227-xanmn_chr04_0227	765	765	100	100	765	100.000	1380
fig|1185660.4.peg.1364	lcl|xanmn_chr04_0228-xanmn_chr04_0228	1488	1368	92	100	1368	100.000	2468
fig|1185660.4.peg.1365	lcl|xanmn_chr04_0229-xanmn_chr04_0229	2298	2334	100	98	2298	100.000	4145
fig|1185660.4.peg.1366	lcl|smpB-xanmn_chr04_0230	504	504	100	100	504	100.000	910
fig|1185660.4.peg.1367	lcl|xanmn_chr04_0231-xanmn_chr04_0231	432	432	100	100	432	100.000	780
fig|1185660.4.peg.1368	lcl|xanmn_chr04_0232-xanmn_chr04_0232	288	276	96	100	276	100.000	499
fig|1185660.4.peg.1369	lcl|smpA-xanmn_chr04_0233	396	396	100	100	396	100.000	715
fig|1185660.4.peg.1370	lcl|fur-xanmn_chr04_0234	411	411	100	100	411	100.000	742
fig|1185660.4.peg.1371	lcl|recN-xanmn_chr04_0236	1665	1665	100	100	1665	100.000	3003
fig|1185660.4.peg.1372	lcl|xanmn_chr04_0237-xanmn_chr04_0237	1053	1053	100	100	1053	100.000	1900
fig|1185660.4.peg.1373	lcl|grpE-xanmn_chr04_0238	519	519	100	100	519	100.000	937
fig|1185660.4.peg.1374	lcl|dnaK-xanmn_chr04_0239	1926	1926	100	100	1926	100.000	3474
fig|1185660.4.peg.1375	lcl|dnaJ-xanmn_chr04_0240	1128	1128	100	100	1128	100.000	2035
fig|1185660.4.peg.1376	lcl|xanmn_chr04_0242-xanmn_chr04_0242	909	909	100	100	909	100.000	1640
fig|1185660.4.peg.1377	lcl|xanmn_chr04_0243-xanmn_chr04_0243	1122	1122	100	100	1122	100.000	2024
fig|1185660.4.peg.1378	lcl|xanmn_chr04_0244-xanmn_chr04_0244	195	195	100	100	195	100.000	352
fig|1185660.4.peg.1379	lcl|oprN2-xanmn_chr04_0245	1404	1404	100	100	1404	100.000	2533
fig|1185660.4.peg.1381	lcl|xanmn_chr04_0248-xanmn_chr04_0248	1689	1689	100	100	1689	100.000	3047
fig|1185660.4.peg.1382	lcl|oxyR-xanmn_chr04_0249	900	900	100	100	900	100.000	1624
fig|1185660.4.peg.1383	lcl|xanmn_chr04_0250-xanmn_chr04_0250	1770	1770	100	100	1770	100.000	3193
fig|1185660.4.peg.1384	lcl|xanmn_chr04_0251-xanmn_chr04_0251	744	603	81	100	603	100.000	1088
fig|1185660.4.peg.1385	lcl|xanmn_chr04_0252-xanmn_chr04_0252	654	594	91	100	594	100.000	1072
fig|1185660.4.peg.1386	lcl|lpd-xanmn_chr04_0253	1443	1443	100	100	1443	100.000	2603
fig|1185660.4.peg.1387	lcl|xanmn_chr04_0254-xanmn_chr04_0254	804	873	100	92	804	100.000	1451
fig|1185660.4.peg.1388	lcl|xanmn_chr04_0255-xanmn_chr04_0255	213	213	100	100	213	100.000	385
fig|1185660.4.peg.1389	lcl|kgd-xanmn_chr04_0256	2829	2829	100	100	2829	100.000	5103
fig|1185660.4.peg.1390	lcl|xanmn_chr04_0257-xanmn_chr04_0257	471	624	100	75	471	100.000	850
fig|1185660.4.peg.1391	lcl|xanmn_chr04_0258-xanmn_chr04_0258	1422	1422	100	100	1422	100.000	2565
fig|1185660.4.peg.1392	lcl|xanmn_chr04_0259-xanmn_chr04_0259	264	264	100	100	264	100.000	477
fig|1185660.4.peg.1393	lcl|xanmn_chr04_0260-xanmn_chr04_0260	501	501	100	100	501	100.000	904
fig|1185660.4.peg.1394	lcl|purB-xanmn_chr04_0261	1404	1368	97	100	1368	100.000	2468
fig|1185660.4.peg.1395	lcl|xanmn_chr04_0262-xanmn_chr04_0262	786	795	100	99	786	100.000	1418
fig|1185660.4.peg.1396	lcl|xanmn_chr04_0263-xanmn_chr04_0263	1323	1323	100	100	1323	100.000	2387
fig|1185660.4.peg.1397	lcl|fumC-xanmn_chr04_0264	1404	1404	100	100	1404	100.000	2533
fig|1185660.4.peg.1398	lcl|xanmn_chr04_0265-xanmn_chr04_0265	423	450	100	94	423	100.000	764
fig|1185660.4.peg.1399	lcl|xanmn_chr04_0266-xanmn_chr04_0266	612	612	100	100	612	100.000	1104
fig|1185660.4.peg.1400	lcl|xanmn_chr04_0267-xanmn_chr04_0267	987	987	100	100	987	100.000	1781
fig|1185660.4.peg.1401	lcl|xanmn_chr04_0268-xanmn_chr04_0268	876	876	100	100	876	100.000	1581
fig|1185660.4.peg.1402	lcl|xanmn_chr04_0269-xanmn_chr04_0269	363	363	100	100	363	100.000	655
fig|1185660.4.peg.1403	lcl|xanmn_chr04_0270-xanmn_chr04_0270	558	558	100	100	558	100.000	1007
fig|1185660.4.peg.1405	lcl|fkpA-xanmn_chr04_0271	912	972	100	94	912	100.000	1645
fig|1185660.4.peg.1407	lcl|xanmn_chr04_0272-xanmn_chr04_0272	237	237	100	100	237	100.000	428
fig|1185660.4.peg.1408	lcl|xanmn_chr04_0273-xanmn_chr04_0273	753	702	93	100	702	100.000	1267
fig|1185660.4.peg.1410	lcl|xanmn_chr04_0275-xanmn_chr04_0275	846	594	70	100	594	100.000	1072
fig|1185660.4.peg.1412	lcl|gluP-xanmn_chr04_0276	1311	1311	100	100	1311	100.000	2365
fig|1185660.4.peg.1413	lcl|scrK-xanmn_chr04_0277	987	987	100	100	987	100.000	1781
fig|1185660.4.peg.1414	lcl|xanmn_chr04_0278-xanmn_chr04_0278	1206	1206	100	100	1206	100.000	2176
fig|1185660.4.peg.1415	lcl|xanmn_chr04_0279-xanmn_chr04_0279	2754	2754	100	100	2754	100.000	4967
fig|1185660.4.peg.1416	lcl|xanmn_chr04_0280-xanmn_chr04_0280	321	270	84	100	270	100.000	488
fig|1185660.4.peg.1417	lcl|xanmn_chr04_0281-xanmn_chr04_0281	1140	1140	100	100	1140	100.000	2057
fig|1185660.4.peg.1418	lcl|xanmn_chr04_0282-xanmn_chr04_0282	996	996	100	100	996	100.000	1797
fig|1185660.4.peg.1419	lcl|acdA2-xanmn_chr04_0283	1149	1149	100	100	1149	100.000	2073
fig|1185660.4.peg.1420	lcl|xanmn_chr04_0284-xanmn_chr04_0284	1590	1443	91	100	1443	100.000	2603
fig|1185660.4.peg.1421	lcl|vacB-xanmn_chr04_0285	2145	2271	100	94	2145	100.000	3869
fig|1185660.4.peg.1422	lcl|xanmn_chr04_0286-xanmn_chr04_0286	474	474	100	100	474	100.000	856
fig|1185660.4.peg.1423	lcl|xanmn_chr04_0287-xanmn_chr04_0287	750	750	100	100	750	100.000	1353
fig|1185660.4.peg.1426	lcl|rnt-xanmn_chr04_0288	636	651	100	98	636	100.000	1148
fig|1185660.4.peg.1427	lcl|xanmn_chr04_0290-xanmn_chr04_0290	396	396	100	100	396	100.000	715
fig|1185660.4.peg.1428	lcl|phoU-xanmn_chr04_0291	711	711	100	100	711	100.000	1283
fig|1185660.4.peg.1429	lcl|pstB-xanmn_chr04_0292	831	831	100	100	831	100.000	1499
fig|1185660.4.peg.1430	lcl|pstA-xanmn_chr04_0293	870	870	100	100	870	100.000	1570
fig|1185660.4.peg.1431	lcl|pstC-xanmn_chr04_0294	975	975	100	100	975	100.000	1759
fig|1185660.4.peg.1432	lcl|pstS-xanmn_chr04_0295	1092	1092	100	100	1092	100.000	1970
fig|1185660.4.peg.1433	lcl|xanmn_chr04_0296-xanmn_chr04_0296	300	261	87	100	261	100.000	471
fig|1185660.4.peg.1434	lcl|phoX-xanmn_chr04_0297	1020	1020	100	100	1020	100.000	1840
fig|1185660.4.peg.1435	lcl|xanmn_chr04_0298-xanmn_chr04_0298	1251	1251	100	100	1251	100.000	2257
fig|1185660.4.peg.1436	lcl|xanmn_chr04_0299-xanmn_chr04_0299	321	405	100	79	321	100.000	580
fig|1185660.4.peg.1437	lcl|cynT-xanmn_chr04_0300	681	681	100	100	681	100.000	1229
fig|1185660.4.peg.1438	lcl|xanmn_chr04_0301-xanmn_chr04_0301	1569	1569	100	100	1569	100.000	2830
fig|1185660.4.peg.1439	lcl|xanmn_chr04_0302-xanmn_chr04_0302	711	711	100	100	711	100.000	1283
fig|1185660.4.peg.1440	lcl|xanmn_chr04_0303-xanmn_chr04_0303	783	783	100	100	783	100.000	1413
fig|1185660.4.peg.1441	lcl|xanmn_chr04_0304-xanmn_chr04_0304	699	699	100	100	699	100.000	1261
fig|1185660.4.peg.1443	lcl|xanmn_chr04_0305-xanmn_chr04_0305	708	822	100	86	708	100.000	1278
fig|1185660.4.peg.1444	lcl|sseA-xanmn_chr04_0306	873	873	100	100	873	100.000	1575
fig|1185660.4.peg.1445	lcl|xanmn_chr04_0307-xanmn_chr04_0307	954	786	82	100	786	100.000	1418
fig|1185660.4.peg.1446	lcl|xanmn_chr04_0310-xanmn_chr04_0310	576	576	100	100	576	100.000	1040
fig|1185660.4.peg.1447	lcl|xanmn_chr04_0312-xanmn_chr04_0312	1011	528	52	100	528	100.000	953
fig|1185660.4.peg.1448	lcl|xanmn_chr04_0314-xanmn_chr04_0314	132	219	100	60	132	100.000	239
fig|1185660.4.peg.1449	lcl|xanmn_chr04_0315-xanmn_chr04_0315	2136	2136	100	100	2136	100.000	3853
fig|1185660.4.peg.1451	lcl|xanmn_chr04_0316-xanmn_chr04_0316	777	777	100	100	777	100.000	1402
fig|1185660.4.peg.1452	lcl|xanmn_chr04_0317-xanmn_chr04_0317	921	933	100	99	921	100.000	1662
fig|1185660.4.peg.1453	lcl|xanmn_chr04_0318-xanmn_chr04_0318	552	552	100	100	552	100.000	996
fig|1185660.4.peg.1454	lcl|xanmn_chr04_0319-xanmn_chr04_0319	993	993	100	100	993	100.000	1792
fig|1185660.4.peg.1455	lcl|xanmn_chr04_0320-xanmn_chr04_0320	687	687	100	100	687	100.000	1240
fig|1185660.4.peg.1456	lcl|sbcB-xanmn_chr04_0321	1446	1446	100	100	1446	100.000	2608
fig|1185660.4.peg.1457	lcl|xanmn_chr04_0323-xanmn_chr04_0323	1368	1368	100	100	1368	100.000	2468
fig|1185660.4.peg.1458	lcl|xanmn_chr04_0324-xanmn_chr04_0324	1272	1116	88	100	1116	100.000	2013
fig|1185660.4.peg.1461	lcl|xanmn_chr04_0325-xanmn_chr04_0325	531	531	100	100	531	100.000	958
fig|1185660.4.peg.1462	lcl|can-xanmn_chr04_0326	663	663	100	100	663	100.000	1196
fig|1185660.4.peg.1463	lcl|xanmn_chr04_0327-xanmn_chr04_0327	537	537	100	100	537	100.000	969
fig|1185660.4.peg.1464	lcl|xanmn_chr04_0328-xanmn_chr04_0328	531	531	100	100	531	100.000	958
fig|1185660.4.peg.1465	lcl|xanmn_chr04_0329-xanmn_chr04_0329	618	618	100	100	618	100.000	1115
fig|1185660.4.peg.1466	lcl|xanmn_chr04_0330-xanmn_chr04_0330	261	258	99	100	258	100.000	466
fig|1185660.4.peg.1468	lcl|xanmn_chr04_0332-xanmn_chr04_0332	468	744	100	63	468	100.000	845
fig|1185660.4.peg.1469	lcl|xanmn_chr04_0333-xanmn_chr04_0333	996	834	84	100	834	100.000	1505
fig|1185660.4.peg.1470	lcl|xanmn_chr04_0334-xanmn_chr04_0334	819	711	87	100	711	100.000	1283
fig|1185660.4.peg.1471	lcl|xanmn_chr04_0335-xanmn_chr04_0335	147	213	100	69	147	100.000	266
fig|1185660.4.peg.1472	lcl|xanmn_chr04_0336-xanmn_chr04_0336	801	801	100	100	801	100.000	1445
fig|1185660.4.peg.1476	lcl|xanmn_chr04_0339-xanmn_chr04_0339	636	636	100	100	636	100.000	1148
fig|1185660.4.peg.1477	lcl|xanmn_chr04_0340-xanmn_chr04_0340	327	327	100	100	327	100.000	590
fig|1185660.4.peg.1478	lcl|xanmn_chr04_0341-xanmn_chr04_0341	306	306	100	100	306	100.000	553
fig|1185660.4.peg.1479	lcl|xanmn_chr04_0342-xanmn_chr04_0342	378	378	100	100	378	100.000	682
fig|1185660.4.peg.1480	lcl|asnS-xanmn_chr04_0343	1395	1395	100	100	1395	100.000	2516
fig|1185660.4.peg.1481	lcl|xanmn_chr04_0344-xanmn_chr04_0344	441	339	77	100	339	100.000	612
fig|1185660.4.peg.1482	lcl|rpsF-xanmn_chr04_0345	432	432	100	100	432	100.000	780
fig|1185660.4.peg.1483	lcl|rpsR-xanmn_chr04_0346	231	231	100	100	231	100.000	417
fig|1185660.4.peg.1484	lcl|rplI-xanmn_chr04_0347	450	450	100	100	450	100.000	812
fig|1185660.4.peg.1485	lcl|xanmn_chr04_0349-xanmn_chr04_0349	3504	3504	100	100	3504	100.000	6320
fig|1185660.4.peg.1486	lcl|ZipA-xanmn_chr04_0350	732	732	100	100	732	100.000	1321
fig|1185660.4.peg.1487	lcl|xanmn_chr04_0351-xanmn_chr04_0351	384	384	100	100	384	100.000	693
fig|1185660.4.peg.1488	lcl|xanmn_chr04_0352-xanmn_chr04_0352	876	906	98	94	855	100.000	1543
fig|1185660.4.peg.1489	lcl|ligA-xanmn_chr04_0353	2502	2502	100	100	2502	100.000	4513
fig|1185660.4.peg.1490	lcl|xanmn_chr04_0354-xanmn_chr04_0354	963	963	100	100	963	100.000	1737
fig|1185660.4.peg.1491	lcl|xanmn_chr04_0355-xanmn_chr04_0355	831	687	83	100	687	100.000	1240
fig|1185660.4.peg.1492	lcl|mtnA-xanmn_chr04_0356	627	771	100	81	627	100.000	1131
fig|1185660.4.peg.1493	lcl|gyrA-xanmn_chr04_0357	2700	2700	100	100	2700	100.000	4870
fig|1185660.4.peg.1494	lcl|xanmn_chr04_0358-xanmn_chr04_0358	2478	2352	95	99	2349	100.000	4237
fig|1185660.4.peg.1495	lcl|xanmn_chr04_0360-xanmn_chr04_0360	729	729	100	100	729	100.000	1315
fig|1185660.4.peg.1496	lcl|xanmn_chr04_0362-xanmn_chr04_0362	1668	1668	100	100	1668	100.000	3009
fig|1185660.4.peg.1497	lcl|xanmn_chr04_0363-xanmn_chr04_0363	858	858	100	100	858	100.000	1548
fig|1185660.4.peg.1498	lcl|xanmn_chr04_0364-xanmn_chr04_0364	1542	1524	99	100	1524	100.000	2749
fig|1185660.4.peg.1499	lcl|hutI-xanmn_chr04_0365	810	891	100	91	810	100.000	1462
fig|1185660.4.peg.1500	lcl|xanmn_chr04_0366-xanmn_chr04_0366	1371	1329	97	100	1329	100.000	2397
fig|1185660.4.peg.1502	lcl|hutC-xanmn_chr04_0367	738	738	100	100	738	100.000	1332
fig|1185660.4.peg.1503	lcl|xanmn_chr04_0368-xanmn_chr04_0368	207	207	100	100	207	100.000	374
fig|1185660.4.peg.1505	lcl|phaF-xanmn_chr04_0369	561	561	100	100	561	100.000	1012
fig|1185660.4.peg.1506	lcl|xanmn_chr04_0370-xanmn_chr04_0370	276	276	100	100	276	100.000	499
fig|1185660.4.peg.1507	lcl|xanmn_chr04_0372-xanmn_chr04_0372	810	810	100	100	810	100.000	1462
fig|1185660.4.peg.1508	lcl|xanmn_chr04_0373-xanmn_chr04_0373	969	969	100	100	969	100.000	1748
fig|1185660.4.peg.1509	lcl|serC-xanmn_chr04_0374	1167	1086	93	100	1086	100.000	1959
fig|1185660.4.peg.1510	lcl|xanmn_chr04_0375-xanmn_chr04_0375	1209	1209	100	100	1209	100.000	2181
fig|1185660.4.peg.1511	lcl|xanmn_chr04_0376-xanmn_chr04_0376	1323	1323	100	100	1323	100.000	2387
fig|1185660.4.peg.1512	lcl|xanmn_chr04_0377-xanmn_chr04_0377	579	579	100	100	579	100.000	1045
fig|1185660.4.peg.1513	lcl|xanmn_chr04_0378-xanmn_chr04_0378	249	249	100	100	249	100.000	450
fig|1185660.4.peg.1515	lcl|serS-xanmn_chr04_0380	1350	1281	95	100	1281	100.000	2311
fig|1185660.4.peg.1516	lcl|xanmn_chr04_0382-xanmn_chr04_0382	603	585	97	100	585	100.000	1056
fig|1185660.4.peg.1517	lcl|xanmn_chr04_0383-xanmn_chr04_0383	1002	1002	100	100	1002	100.000	1808
fig|1185660.4.peg.1518	lcl|xanmn_chr04_0385-xanmn_chr04_0385	1461	1521	100	96	1461	100.000	2636
fig|1185660.4.peg.1519	lcl|xanmn_chr04_0386-xanmn_chr04_0386	396	396	100	100	396	100.000	715
fig|1185660.4.peg.1520	lcl|xanmn_chr04_0388-xanmn_chr04_0388	480	480	100	100	480	100.000	866
fig|1185660.4.peg.1524	lcl|xanmn_chr04_0396-xanmn_chr04_0396	234	234	100	100	234	100.000	423
fig|1185660.4.peg.1526	lcl|xanmn_chr04_0399-xanmn_chr04_0399	1299	1299	100	100	1299	100.000	2343
fig|1185660.4.peg.1529	lcl|xanmn_chr04_5004-xanmn_chr04_5004	369	378	100	98	369	100.000	666
fig|1185660.4.peg.1530	lcl|xanmn_chr04_0010-xanmn_chr04_0010	354	330	93	100	330	100.000	596
fig|1185660.4.peg.1531	lcl|xanmn_chr04_0011-xanmn_chr04_0011	2568	2568	100	100	2568	100.000	4632
fig|1185660.4.peg.1533	lcl|xanmn_chr04_0013-xanmn_chr04_0013	2910	2694	93	100	2694	100.000	4859
fig|1185660.4.peg.1534	lcl|xanmn_chr04_0014-xanmn_chr04_0014	309	309	100	100	309	100.000	558
fig|1185660.4.peg.1535	lcl|xanmn_chr04_0015-xanmn_chr04_0015	1386	1386	100	100	1386	100.000	2500
fig|1185660.4.peg.1536	lcl|xanmn_chr04_0016-xanmn_chr04_0016	1476	1506	100	98	1476	100.000	2663
fig|1185660.4.peg.1537	lcl|fadE9-xanmn_chr04_0017	1182	1182	100	100	1182	100.000	2132
fig|1185660.4.peg.1538	lcl|xanmn_chr04_0018-xanmn_chr04_0018	798	798	100	100	798	100.000	1440
fig|1185660.4.peg.1539	lcl|xanmn_chr04_0019-xanmn_chr04_0019	1188	1188	100	100	1188	100.000	2143
fig|1185660.4.peg.1540	lcl|mmsB-xanmn_chr04_0020	903	903	100	100	903	100.000	1629
fig|1185660.4.peg.1542	lcl|xanmn_chr04_0021-xanmn_chr04_0021	978	978	100	100	978	100.000	1764
fig|1185660.4.peg.1543	lcl|xanmn_chr04_0022-xanmn_chr04_0022	1284	1164	91	100	1164	100.000	2100
fig|1185660.4.peg.1545	lcl|xanmn_chr04_0024-xanmn_chr04_0024	279	444	100	63	279	100.000	504
fig|1185660.4.peg.1546	lcl|xanmn_chr04_0025-xanmn_chr04_0025	1608	1629	100	99	1608	100.000	2901
fig|1185660.4.peg.1547	lcl|xanmn_chr04_0026-xanmn_chr04_0026	2853	2847	99	100	2847	100.000	5135
fig|1185660.4.peg.1548	lcl|fadB-xanmn_chr04_0027	2082	2082	100	100	2082	100.000	3755
fig|1185660.4.peg.1550	lcl|xanmn_chr04_0028-xanmn_chr04_0028	621	621	100	100	621	100.000	1121
fig|1185660.4.peg.1551	lcl|mucD-xanmn_chr04_0031	1212	1305	81	75	981	100.000	1770
fig|1185660.4.peg.1552	lcl|xanmn_chr04_0032-xanmn_chr04_0032	213	240	100	89	213	100.000	385
fig|1185660.4.peg.1553	lcl|lepA-xanmn_chr04_0033	1806	1806	100	100	1806	100.000	3258
fig|1185660.4.peg.1554	lcl|xanmn_chr04_0034-xanmn_chr04_0034	801	801	100	100	801	100.000	1445
fig|1185660.4.peg.1555	lcl|xanmn_chr04_0035-xanmn_chr04_0035	378	408	100	93	378	100.000	682
fig|1185660.4.peg.1556	lcl|xanmn_chr04_0036-xanmn_chr04_0036	681	681	100	100	681	100.000	1229
fig|1185660.4.peg.1557	lcl|xanmn_chr04_0037-xanmn_chr04_0037	900	858	95	100	858	100.000	1548
fig|1185660.4.peg.1558	lcl|recO-xanmn_chr04_0038	723	723	100	100	723	100.000	1305
fig|1185660.4.peg.1559	lcl|xanmn_chr04_0040-xanmn_chr04_0040	723	723	100	100	723	100.000	1305
fig|1185660.4.peg.1561	lcl|rumA-xanmn_chr04_0041	1335	1335	100	100	1335	100.000	2408
